audio_url,score1,score2,score3,average
0/I_show_0i4SJwrYjxs3Bd5Yqx4Pbw_5bURuOp4bv17NGq4q9Z8T4_1141.5.mp3,5,3.5,2.5,3.66666666666666
0/9_show_09RrfSoEP6J2udiK3ivjij_6WMp33yeGB4jOWb14H9DEn_461.2.mp3,4,2,2.5,2.83333333333333
0/C_show_0cLAi0qjIg5Izfl41cz4zC_07Eu7oar3SING0kkTi8Ycm_467.3.mp3,4,4,2.5,3.5
0/V_show_0Vd8E5vWnCfB4xucu87WNZ_1uBkATVDs9qWZ1zthua5Nb_4287.3.mp3,4,2.5,2.5,3
0/I_show_0iX09iRkw0IUFlhvQQykcS_2n7u5DhoCjuVgBiaHLrGo9_220.3.mp3,3.5,4.5,3.5,3.83333333333333
0/P_show_0PLwTuWg46pIx4ogN9ytpF_3HUHAHjVHHXk1qRiaYCMYa_2521.0.mp3,3.5,1.5,2.5,2.5
0/U_show_0uRzMryyjqyj9rlDaIozgh_3Dy4BxlKOFeMCYfJFPpi4l_131.0.mp3,3,2,2,2.33333333333333
1/J_show_1jFYnTSP29jx6mzWvysW3Q_4OM9A3pnFdtUaHpAM6zZeB_1419.0.mp3,2,4,4,3.33333333333333
1/H_show_1hwUP0FPYQtOWJvquNwz7I_2tKzyXy5Z1JcfixiMV58yL_1839.9.mp3,1.5,2.5,4,2.66666666666666
1/5_show_15vCcCrbIjx3RVojU5ScCJ_2GriZYvQFGlEywJXhCo7H7_2038.5.mp3,2.5,3.5,3.5,3.16666666666666
1/H_show_1HKgU6WUDMZTnFChe8KT0Q_1ZeT3NecmFOYRRxEEZXcr5_1863.5.mp3,1.5,2.5,4,2.66666666666666
1/H_show_1hwUP0FPYQtOWJvquNwz7I_1vS480ni5vUa6xTLSt2V0t_3316.3.mp3,2.5,3,3.5,3
1/J_show_1jFYnTSP29jx6mzWvysW3Q_1XMmYY9MwFrp2LKlIdBrgi_545.3.mp3,2.5,2.5,4,3
1/R_show_1rp8TxqmJiErzktr5YP8XK_5J3Kxz1i1A8sG2gvvM0ngr_2004.9.mp3,2.5,2.5,3.5,2.83333333333333
1/5_show_15mAklOuf01jbgKAT5c4eb_1Ll1rpUqCkz4rkuEqa1B0S_270.7.mp3,2.5,1.5,3.5,2.5
1/M_show_1m5q6itiKFVqNEKppy9VKo_3s3pZ66JHshFdnhjmrXAOS_1674.9.mp3,2.5,1.5,4,2.66666666666666
1/U_show_1U7ZaHAiJDCa01LB1UMA3B_2kwCz3SHRpmF7t4JJJytwQ_3102.9.mp3,1.5,2.5,4,2.66666666666666
1/R_show_1R5sbnzbc7hCMv9RTFIEWw_6QODJbcrAJa71LKYSp1nFS_2031.7.mp3,1.5,3.5,2.5,2.5
1/J_show_1jFYnTSP29jx6mzWvysW3Q_4NJdmz1WnMWoDAB8XpWo38_2158.1.mp3,4,3.5,2.5,3.33333333333333
1/D_show_1dPCNeCizIMsNrPj0mOUlb_5hGiJh2I0UGdHlYx0iuWMU_720.6.mp3,2,4,2.5,2.83333333333333
1/6_show_16EQCZUti5keYykRXdp8bF_5eVqkl7dB4Vkng3odaLXeY_2481.7.mp3,4,4,2.5,3.5
1/P_show_1pXeT7zWY23x6vhTqJ7orl_0AAivzf5Tv5JQkoFRME44O_464.5.mp3,4.5,3.5,2.5,3.5
1/K_show_1kAlMjcwRC55YfFWF8MGi3_0J97RUTRYaz4MDujXQ1Lua_698.2.mp3,3.5,3.5,2.5,3.16666666666666
1/8_show_18BwQFE9t9oKG6NhAWIOkU_5QxfLiJISH9CRZ1Fpn2NJp_1269.7.mp3,4.5,4,2.5,3.66666666666666
3/0_show_30wJEsZNj1gquJyDftm2Kl_0yVNHDspRUCttLdORHqD9I_1729.1.mp3,0.5,2,2.5,1.66666666666666
3/X_show_3X3ZZBDZAvFL1SRnPc1eZ0_1JIOJfLrXISCVZXonuktcC_2463.4.mp3,5,2,2.5,3.16666666666666
3/N_show_3NA20RWdSNIWlQ3j3j40Gv_5eCe2essqMWyxKQU13Ps5I_1046.1.mp3,2.5,1.5,2.5,2.16666666666666
3/D_show_3dDVSp6sK7EGfw09jkvIl8_3VHAaP2ePfAzFw7C3yMyEg_1080.1.mp3,0,0.5,2.5,1
3/X_show_3X3ZZBDZAvFL1SRnPc1eZ0_1JIOJfLrXISCVZXonuktcC_422.6.mp3,0,1.5,2.5,1.33333333333333
3/B_show_3Bh3gqIZwVAMWOLbzwijmU_3mh3QEOaaZicE53dj5oLGq_683.1.mp3,1,2.5,2.5,2
3/9_show_394xlIBALeAPMEeq1EvJPt_5dJThGAQn7QdQAWZBLmusP_1451.1.mp3,2.5,2.5,2.5,2.5
2/J_show_2JrTqfIIdIA83H7o3aRz2d_1dCvMBsI1lDV5hBatXaFe6_538.0.mp3,1.5,1.5,3.5,2.16666666666666
2/W_show_2WCzBluC9hr2bUVYztEHaJ_66QytKN52F2RgG8u4L1JuP_334.9.mp3,1.5,2.5,5,3
2/C_show_2c04iZbAAIYmZrTIRgggNc_6vTXepgEHEvJGlydi3cGVD_1630.4.mp3,4,5,5,4.66666666666666
2/J_show_2JrTqfIIdIA83H7o3aRz2d_1dCvMBsI1lDV5hBatXaFe6_1306.5.mp3,2.5,2.5,2,2.33333333333333
2/W_show_2WGZShZv47m8iy6gHFDJBZ_77nnyAFp6dx3WNtxyLiBJ6_2377.9.mp3,2,0,1.5,1.16666666666666
2/W_show_2WGZShZv47m8iy6gHFDJBZ_77nnyAFp6dx3WNtxyLiBJ6_3109.0.mp3,4.5,2.5,3.5,3.5
2/W_show_2wJpmySw3FtVe5uvT2kaAR_6up5qHrPqKLd434FePWvQR_571.8.mp3,3.5,5,4,4.16666666666666
4/Q_show_4qPnBYJhKgvlIlCWD7A8Lb_0G9PQcxvOsfG94yXlveDS2_3125.5.mp3,2.5,1,2.5,2
4/V_show_4v5vy3S6YyhkFfPX79nIBp_4G7CHvkAdJi16hVmLAKC2r_1814.6.mp3,2.5,1.5,0.5,1.5
4/E_show_4ETrBShPQeSIK9aKcOuvPY_19aGN3y5DN3xkqC9e8g2ZP_3275.5.mp3,3.5,5,5,4.5
4/N_show_4NNO0yIIxzSsZTXR0XnaP7_7ktGYVlaT9eAVybEKWX9NQ_3143.8.mp3,3.5,3,1.5,2.66666666666666
4/N_show_4najHk5PlnWpU9Xe5bekNQ_28hdhx1UwVyi4fP4zeEDaV_757.3.mp3,5,1.5,2.5,3
4/E_show_4ETrBShPQeSIK9aKcOuvPY_19aGN3y5DN3xkqC9e8g2ZP_2879.1.mp3,3.5,4,4,3.83333333333333
4/E_show_4ETrBShPQeSIK9aKcOuvPY_66wfvJvNoKtLqs14MGCHBC_3097.4.mp3,3.5,4,4,3.83333333333333
4/K_show_4kkmx3UhWRBAhpLGH8DIA0_6v9WrFKgbSIpWDcAEMgu6U_3057.2.mp3,3.5,4,4.5,4
4/4_show_44uHZ8I0YMWdoTUo8GoKlV_2AYQm4CnMlIWNZvfu9EBeN_267.8.mp3,4,0.5,0,1.5
4/I_show_4iax1kbINZW0YbQmoNwysd_2wJfsWhQa007Tii0DR7sD0_1912.0.mp3,3.5,2,3.5,3
4/Q_show_4QQpY9w3aFcgieOCrlcT31_462ppnBtVAdo3U1xovrr6R_801.3.mp3,3.5,1.5,2.5,2.5
2/W_show_2wXJp6I575NASrepx3PtLr_45bI3njXh3GaixWSTv5mEJ_282.6.mp3,2.5,4,3.5,3.33333333333333
2/W_show_2wJpmySw3FtVe5uvT2kaAR_6t0dA4Lr7ZGBIRm5HaYbJH_2011.6.mp3,3,3.5,3.5,3.33333333333333
2/W_show_2wJpmySw3FtVe5uvT2kaAR_2QCQrx7BAjf9GLv0wn68Ml_1495.0.mp3,2.5,4,3.5,3.33333333333333
2/6_show_26b7O5DMoGWkrNKQu7qiaP_3URHXjdECMagCtYutWDgxR_119.8.mp3,2.5,4,4,3.5
2/K_show_2KJom8t9UWMzAIHwXU14XT_4to9kEsRTQ7HLCmSJUchBW_530.1.mp3,2.5,3.5,3.5,3.16666666666666
2/U_show_2uDb9K3DmNMvyBNdj71N9H_6B14qgow41LjtFkprbYjqD_537.6.mp3,2.5,3.5,3.5,3.16666666666666
2/5_show_25Ot3RhZKTKzwvaBhT9FG2_30CIdYIYU0miyBrILxeXng_788.5.mp3,2.5,4.5,3,3.33333333333333
2/D_show_2DoAOyvZ4gfId7cTlz8PRF_5Q7BLph5bvXa0jMrueG7uo_420.6.mp3,2.5,3.5,4,3.33333333333333
7/G_show_7GHJfnXYD9fMETqrX3AeWu_2VPOPrv43r4uUJ9376KxPQ_1482.8.mp3,4,4.5,3.5,4
2/C_show_2CLetGT20MFsHqfeBN3fYl_5GEdjhO4AdoKA6sa7TBZf0_1789.4.mp3,2.5,4,4,3.5
2/W_show_2wXJp6I575NASrepx3PtLr_4D3PYe2vGVwSajSAEN5U74_1611.7.mp3,2.5,4,4,3.5
7/0_show_70jpxInou1Hjf74nPNISVz_5XuEFCEvgAkmQ5bLdD42D3_562.6.mp3,5,3,5,4.33333333333333
2/5_show_25cvmj0wGytCOX57pgPI2G_0mi9m3UAFFMG838sqjxdDJ_96.5.mp3,2.5,4,2,2.83333333333333
2/L_show_2lhHHTwNSFUcQHMyl8rjrf_2U2E3jbUHR978n4fwAQGi4_527.9.mp3,3,4,2.5,3.16666666666666
2/F_show_2FqT7bkuLecryBNkApjABK_0HvoW7uZsm9mOP9R3nvPEz_746.2.mp3,2.5,4,3.5,3.33333333333333
2/W_show_2wJpmySw3FtVe5uvT2kaAR_2QLEWXD44etp1vdtQw4SuT_2150.4.mp3,2.5,4.5,3.5,3.5
2/O_show_2o75FhIQAlc7ycr5ovqQzd_5xUGgO0m4G1NKbj9Bv3gud_3545.8.mp3,2.5,2.5,1.5,2.16666666666666
2/7_show_27RyOi6OTdWJIryl19s5Z8_641fij1cdEd67FDC3kBghU_297.9.mp3,2.5,4,4.5,3.66666666666666
6/5_show_65jTqiesGQ9vycPWFR4RZx_3Mkf55ntl3I0slp3apKWSr_728.6.mp3,5,4.5,5,4.83333333333333
6/M_show_6MbLcvaqqt5CB72fDlREXz_00gQxUFKCvFhYQfZNFofo6_1341.9.mp3,5,4,2.5,3.83333333333333
6/U_show_6UtpK2v8AJGmCfLEFlE0Zd_6whMOWVclxYeGirVL3R4gB_1914.4.mp3,3,2,5,3.33333333333333
6/F_show_6fPsNbi8m8mCIyGZH1YGm1_6aRHDVeDHUfgaIMB03Zu7w_2040.4.mp3,3.5,1.5,2,2.33333333333333
6/5_show_65jTqiesGQ9vycPWFR4RZx_0b9ty7i41QqUwIr8pTcJKD_353.3.mp3,5,1,3,3
6/3_show_634sQX4NMfMF61U960Q9ng_2TLAsPKdBYaiylgTKKLCau_121.8.mp3,5,2.5,1.5,3
7/7_show_77K4e56ZLtaYI7AwZyam5c_2uKbjK61q1bskLyvdNhZCC_160.8.mp3,3,5,4,4
6/6_show_66ZRcVrJNxQsc6fvnksGVr_17PHWDKsfcUv3rLltms41w_2632.2.mp3,5,0.5,4,3.16666666666666
6/Q_show_6QHIgp3j0OndAoKY0NXIhT_2LuPzmv6wuIkwqFNenfirq_419.2.mp3,5,3.5,1,3.16666666666666
6/S_show_6SZVsPIxPfVs6aavqM1peY_103en6hGH4ZAEoF2pn30lI_578.5.mp3,5,2.5,1,2.83333333333333
6/P_show_6P1lNBJbtXVkT8J4m9kAD0_4e8CmO9FV9ORdvKxbo5Mw1_583.5.mp3,2.5,3.5,3.5,3.16666666666666
1/H_show_1hwUP0FPYQtOWJvquNwz7I_3oJlvjsCRsR0XYDTnUvJzs_1249.9.mp3,4.5,4.5,3.5,4.16666666666666
1/9_show_19dN5iZOFse5kqE6NRKCUr_15fXZcUfd0Iq34rMNggnJj_456.6.mp3,4,4.5,2.5,3.66666666666666
1/H_show_1hwUP0FPYQtOWJvquNwz7I_2tKzyXy5Z1JcfixiMV58yL_2547.9.mp3,4,4,3.5,3.83333333333333
1/O_show_1OzbEW7PbLeXJUIqBUKQZa_5NpcDrbg34ANNfHpdbYm4l_1313.6.mp3,4.5,4.5,4,4.33333333333333
1/J_show_1je6sEPOdtRHbuSz81aIdC_6jaeESB1ClDDoHhk6GtJj7_2025.8.mp3,4.5,2.5,3.5,3.5
1/S_show_1scLYjlJmAY5GefgXhPbsc_2gnBLQ7d06E9c3sVXb5vMu_466.7.mp3,4.5,3.5,3.5,3.83333333333333
5/W_show_5wUS71EaWojLSGqfMOgkOQ_6EXtv6A1BNHnQzTR1pMoLF_169.0.mp3,1,4.5,3,2.83333333333333
5/6_show_56CjYLQWyMx1MkOEQmlubi_6QsR3BTCBi0K05MdM8vSNs_1149.6.mp3,3.5,4.5,3,3.66666666666666
5/C_show_5cj7bhNWmb8DIp8PbBXES4_1k79UH7AdG7Hn5hkIW0Rrq_1963.2.mp3,3,4,3.5,3.5
5/5_show_55GP6pfA0RlmtEgNH70d5K_5eLJrUOaS0DmVb5wq1gnkY_3339.9.mp3,3.5,4,3,3.5
3/Q_show_3qJ9dCScRp2TSzufiqHY0d_4h9e9dcxKicII2GW8Ba9hR_2126.3.mp3,4.5,4,3,3.83333333333333
3/R_show_3RRg2fZXrPZh9ntLVFC0Cy_2uSR3YG5VaOmMgUUEc4tL3_727.2.mp3,4,4,3.5,3.83333333333333
3/A_show_3aLI2gidrZIxNMh4svVqNX_59Kvyg9FtM1UH4FyHGYWjW_1443.4.mp3,4.5,4,4,4.16666666666666
3/R_show_3RRg2fZXrPZh9ntLVFC0Cy_2uSR3YG5VaOmMgUUEc4tL3_1587.4.mp3,4,4,3.5,3.83333333333333
3/9_show_394xlIBALeAPMEeq1EvJPt_0YSa9QuUrlrFdGasDsPteo_1531.2.mp3,4,4,3,3.66666666666666
3/I_show_3ikFhEuSYkNYS27Rp7aZo0_2dTDwRipwwwwO2Iy1Pu1ra_2022.2.mp3,4,4,2.5,3.5
3/E_show_3eKZGITnT3DtQ2FAcfHoYm_2nxLFHlaM5gClebaq7IPYV_1806.5.mp3,4,4,3,3.66666666666666
3/N_show_3NFripvmYKg0TMkRBibrjc_2POeYZLrZfR2PnmyE072UV_2587.3.mp3,4.5,4,0.5,3
3/E_show_3eKZGITnT3DtQ2FAcfHoYm_0P5dlzUpvOSMVkw1Txqc39_2001.8.mp3,4,3.5,0.5,2.66666666666666
3/W_show_3WiXth3YP3vxoAKeubd4sv_3dkDXLo4xBl00puHZbgXDO_1041.7.mp3,2.5,5,4.5,4
3/G_show_3gS4txCZN36Y4v4xBkyr5u_0nXv4m1JqIFji6JvwSZPGD_210.5.mp3,2.5,4.5,0.5,2.5
3/E_show_3eKZGITnT3DtQ2FAcfHoYm_2nxLFHlaM5gClebaq7IPYV_2498.9.mp3,2.5,5,1,2.83333333333333
3/4_show_347DvEBUZTWBkxN5h6i636_0ijeO50x6Gte3QmoUptCnd_1316.8.mp3,2.5,5,5,4.16666666666666
3/N_show_3NTRvj8WKWSZI5VDZFzqWr_6gRVdbDewBw5dDznmcshTm_3265.2.mp3,2.5,2.5,5,3.33333333333333
3/N_show_3NTRvj8WKWSZI5VDZFzqWr_6gRVdbDewBw5dDznmcshTm_2168.7.mp3,2.5,2.5,5,3.33333333333333
2/G_show_2gfE7zxYA4hz8Dkm2RUtgm_7AnnKjhEOFrluqjWc3XU8L_3036.2.mp3,3.5,3.5,3.5,3.5
2/C_show_2c04iZbAAIYmZrTIRgggNc_6vTXepgEHEvJGlydi3cGVD_1543.0.mp3,3.5,3,0.5,2.33333333333333
2/W_show_2wJpmySw3FtVe5uvT2kaAR_6t0dA4Lr7ZGBIRm5HaYbJH_743.7.mp3,4,3.5,3.5,3.66666666666666
2/V_show_2Vh5jVI1EdMDeHs3N8XoME_4hlCYqJLiwFpTlqtgajCn6_313.7.mp3,2,4.5,2.5,3
2/6_show_26btXibgh2cxTo10ey12vj_0iDGYZAUhzTVvsPIJ3xx7M_1075.5.mp3,3.5,3.5,2.5,3.16666666666666
2/P_show_2PJHckuSJzjpscBfdBquXc_504iNySwBVJxhbFeDdH856_1572.3.mp3,2,2.5,3,2.5
2/G_show_2gfE7zxYA4hz8Dkm2RUtgm_6DC7RAtOnkYxFNjevMpPcc_1419.3.mp3,4,3,1.5,2.83333333333333
2/Q_show_2qrukKr6EMxUJJLSLNADS0_5xRgITcBU6GkI8hEIvyETT_1651.2.mp3,4,3.5,2.5,3.33333333333333
0/Q_show_0QHxUd9jnGp688CCG6NYzd_66jAhqOuLfNqsSH9uyw23O_25.5.mp3,5,3.5,2.5,3.66666666666666
0/V_show_0Vd8E5vWnCfB4xucu87WNZ_3nxpK6jVel95tkI9lzjT10_1257.3.mp3,2.5,2,2.5,2.33333333333333
0/5_show_05QUsdVlicccOQmC9Y4tO4_3B2B9kmPVIadME2skyFbMJ_2394.3.mp3,5,4,2.5,3.83333333333333
0/L_show_0L0j6X6cf3DO1Bs0D0K4Ch_5064V5Bz4oF3JgS6rflPbd_964.4.mp3,5,3.5,5,4.5
0/J_show_0J5Ln40dpLq5MRiU7yO5JP_2fwStQ1G8UjRe2p9AN2CGP_462.9.mp3,5,3,5,4.33333333333333
0/H_show_0h4iELZhWMcF2TJJRd2QIs_75biJHWMw9PNf1dy4UWhv7_431.2.mp3,5,4,5,4.66666666666666
0/V_show_0Vd8E5vWnCfB4xucu87WNZ_3nxpK6jVel95tkI9lzjT10_1376.9.mp3,4.5,3,5,4.16666666666666
0/I_show_0I22C9iyvVT3M6DEILuD9F_7F3BVg4mXOKhcSto50nvgm_1079.0.mp3,4,3.5,5,4.16666666666666
0/5_show_05QUsdVlicccOQmC9Y4tO4_1Sh27TYWpf5p3rf4BIW1UN_2425.7.mp3,3.5,3.5,2.5,3.16666666666666
0/Q_show_0QWClW37Xvw2dR0P5bc9KE_79aBYBnKaXbetyvFB3g6IJ_1747.1.mp3,3.5,3.5,5,4
1/J_show_1je6sEPOdtRHbuSz81aIdC_5T7wbAFITGkbPsk4vbtV7p_4811.4.mp3,4,3.5,3.5,3.66666666666666
1/D_show_1DNVq7jHDb2OmTgsGvXdlp_6OWparkRu6AKJEQtObZIY6_335.1.mp3,4.5,3.5,3.5,3.83333333333333
1/8_show_18BwQFE9t9oKG6NhAWIOkU_7tkLgHWhTgXCkJxffiyYe2_1350.8.mp3,3.5,1.5,3.5,2.83333333333333
1/U_show_1U7ZaHAiJDCa01LB1UMA3B_2kwCz3SHRpmF7t4JJJytwQ_1639.1.mp3,3.5,1.5,4,3
1/6_show_16c6WR2znCZM1wveeeJoSz_7IdQk8qttoAZZbMwZWdZqz_1098.2.mp3,4.5,3.5,3.5,3.83333333333333
1/J_show_1je6sEPOdtRHbuSz81aIdC_6jaeESB1ClDDoHhk6GtJj7_3662.1.mp3,4,2,4,3.33333333333333
1/U_show_1U7ZaHAiJDCa01LB1UMA3B_2kwCz3SHRpmF7t4JJJytwQ_1057.9.mp3,4,2.5,3.5,3.33333333333333
1/V_show_1VLmm2HhGWyRThsF3k8nmD_11yBNsGxiElOO1b5IMu8k7_1239.0.mp3,4,3.5,3.5,3.66666666666666
1/1_show_11YLDayMBnXlQfTT6wTsny_3ib0AhRmJv8borLpDFa34L_750.5.mp3,4,2,3.5,3.16666666666666
1/5_show_15mAklOuf01jbgKAT5c4eb_1Ll1rpUqCkz4rkuEqa1B0S_625.5.mp3,3.5,1,3.5,2.66666666666666
0/B_show_0BHrT8beUzcFKkU4PUs0P0_08ygglFOOAhhdw7vecnDvl_149.5.mp3,3,4,3.5,3.5
0/K_show_0KpRrAGb5jh7yoSlxHcRKh_7GGFqmLM3fHdxpuInAcLbA_653.9.mp3,3.5,4,2,3.16666666666666
0/N_show_0NpVLVfKd8mtKlBjmEj0vu_1sbuJTc0qJhmwQ0yUaNEpK_54.8.mp3,3,4,3,3.33333333333333
0/I_show_0I22C9iyvVT3M6DEILuD9F_7qpMI2GebOtgYFOJS9Rq9C_689.4.mp3,4,4,3,3.66666666666666
0/B_show_0boNc35S1kbmEZnTMjYHmE_6omVl1dQWg2flgTXoTKyIT_1146.0.mp3,3.5,4,3.5,3.66666666666666
0/M_show_0MrXdNa1jz0w1o7jj89CFR_7MhEHTudf2a5eX2G8Sy57h_1115.6.mp3,4,4,3.5,3.83333333333333
0/I_show_0iX09iRkw0IUFlhvQQykcS_6n3V5M0V9qff6864QaKTQq_1421.4.mp3,1.5,3.5,2,2.33333333333333
5/G_show_5gQFmea6FGUVeNpI37mYRv_4WUzaNDnSH35oQO172HkOC_271.6.mp3,3.5,2,3.5,3
5/X_show_5XGXCGD43r99xfGir03Dif_4Hfv0bI85X9BgM88h5a5No_1045.9.mp3,3.5,3.5,2,3
5/C_show_5CnDmMUG0S5bSSw612fs8C_4rrsnfRfpHa1X7J51kru95_1555.2.mp3,3.5,3.5,3.5,3.5
7/F_show_7fgb35H7hdfDq336TGwfd1_14SJUiPzhPoGi4rRV36TNi_714.5.mp3,5,4,3,4
1/K_show_1K6sHMxIFVyVHCMQOjXtns_145xw92ErLWjxiUC0He2wG_503.8.mp3,2,2.5,3.5,2.66666666666666
1/M_show_1m5q6itiKFVqNEKppy9VKo_3s3pZ66JHshFdnhjmrXAOS_1770.9.mp3,2.5,4,4,3.5
1/Q_show_1QpV2ktPg1h84mjlxyU5OL_3AduXl2FMo7LjcDtY8Oygv_1952.2.mp3,1.5,5,3.5,3.33333333333333
1/H_show_1hwUP0FPYQtOWJvquNwz7I_3oJlvjsCRsR0XYDTnUvJzs_2229.3.mp3,0.5,4,4,2.83333333333333
1/K_show_1K2Fzlro0Lmp9pGS7Ak00D_3AZzH0F7HWvpNMknB9Ijve_705.4.mp3,1,1.5,3.5,2
1/E_show_1eFmReBvBxxbjtU6UKMlvt_2QSByvGPDIeRhbK8Hf8XAA_747.8.mp3,5,5,4,4.66666666666666
1/J_show_1je6sEPOdtRHbuSz81aIdC_6jaeESB1ClDDoHhk6GtJj7_129.2.mp3,2.5,4,3.5,3.33333333333333
1/P_show_1ppz6tg2fPuOL2bVJNLk5H_1w5Iu1rqgQcWEsARj12uf3_705.4.mp3,0,3.5,3.5,2.33333333333333
1/6_show_16EQCZUti5keYykRXdp8bF_5eVqkl7dB4Vkng3odaLXeY_1851.2.mp3,5,4,3.5,4.16666666666666
1/S_show_1sx3j1Q2AcUVGShxVlEMOB_6mC9di4wtCQH7oFF39OOtd_490.6.mp3,2,3.5,2,2.5
1/8_show_18BwQFE9t9oKG6NhAWIOkU_7tkLgHWhTgXCkJxffiyYe2_943.2.mp3,0.5,3.5,3.5,2.5
1/S_show_1SXD1U55jqbK9HHoPvdbsw_7x8D1qaoJc2XEqvjwTQ4PK_464.2.mp3,4,3.5,2,3.16666666666666
1/6_show_16Awjn2TUjrVLBffHqVtBT_4mvWudKQ4Plr9X3TLkCm4n_983.6.mp3,1.5,3,2,2.16666666666666
1/O_show_1O6UL6L2KTgIgMuH9LdxTY_4lvwrPI2dhz1B7Ys4jUozH_1505.9.mp3,3.5,3,3,3.16666666666666
1/D_show_1DNVq7jHDb2OmTgsGvXdlp_6OWparkRu6AKJEQtObZIY6_2270.9.mp3,3,3,3,3
1/9_show_1962WYPEmmw0iAAbs6pIHT_7MF0dA12viHAhYExEqkNMU_1250.7.mp3,3.5,3,3.5,3.33333333333333
1/H_show_1HKgU6WUDMZTnFChe8KT0Q_5Y6NqwFaCP1uo5yncecpDz_3844.9.mp3,4,3.5,3,3.5
1/S_show_1St09UznlvjdPU6w3rXKtz_0kTr6jQiWFvHyir8ITNKyg_228.6.mp3,1,3,1,1.66666666666666
0/T_show_0TkS08s5KaxQX5pyjtrK8T_4LdNdgzQwK7stuTpcS6k4W_899.7.mp3,4,3.5,4,3.83333333333333
0/L_show_0L0j6X6cf3DO1Bs0D0K4Ch_7pWhWZysahohDasMHb856e_160.0.mp3,3,3.5,3.5,3.33333333333333
0/Q_show_0QWClW37Xvw2dR0P5bc9KE_79aBYBnKaXbetyvFB3g6IJ_1742.6.mp3,1.5,3.5,4,3
0/I_show_0i4SJwrYjxs3Bd5Yqx4Pbw_5bURuOp4bv17NGq4q9Z8T4_875.6.mp3,2,3.5,4,3.16666666666666
0/U_show_0uRzMryyjqyj9rlDaIozgh_3Dy4BxlKOFeMCYfJFPpi4l_1559.9.mp3,0.5,3.5,4,2.66666666666666
0/I_show_0iX09iRkw0IUFlhvQQykcS_2n7u5DhoCjuVgBiaHLrGo9_2823.3.mp3,5,3.5,4,4.16666666666666
0/H_show_0h4iELZhWMcF2TJJRd2QIs_5E7gVwAbSFgRUz2r5TjmhM_639.6.mp3,3.5,5,3.5,4
0/R_show_0Rkp1fmyxfkBe1gppcM4rr_0QhNWo9X65Sd2rD1z2I44X_283.4.mp3,3.5,4.5,2.5,3.5
0/B_show_0BHrT8beUzcFKkU4PUs0P0_08ygglFOOAhhdw7vecnDvl_912.0.mp3,4,4.5,3,3.83333333333333
0/V_show_0Vd8E5vWnCfB4xucu87WNZ_1uBkATVDs9qWZ1zthua5Nb_4806.3.mp3,3.5,4,3.5,3.66666666666666
0/Q_show_0QWClW37Xvw2dR0P5bc9KE_79aBYBnKaXbetyvFB3g6IJ_1555.4.mp3,3,4.5,3.5,3.66666666666666
0/F_show_0fNhSmtyzHk4siGWFHgRoZ_7JPC1L3VZQNo0EzC63sEzf_2215.0.mp3,2.5,4,3.5,3.33333333333333
0/5_show_05QUsdVlicccOQmC9Y4tO4_3B2B9kmPVIadME2skyFbMJ_806.8.mp3,3.5,3.5,3,3.33333333333333
0/M_show_0M6jfmNPPAlqNtOkYZFyPt_5OKAPBUV4tJRxytQf8rMom_3895.9.mp3,3.5,3.5,3,3.33333333333333
0/M_show_0MrXdNa1jz0w1o7jj89CFR_7MhEHTudf2a5eX2G8Sy57h_721.5.mp3,4,2.5,3.5,3.33333333333333
0/I_show_0iX09iRkw0IUFlhvQQykcS_6n3V5M0V9qff6864QaKTQq_1107.2.mp3,3.5,4,3,3.5
5/E_show_5E2C3RL2mfZK2PdCBO9F5I_4W90bAZbxbL2OnWAcmdNnv_718.5.mp3,4,4,0.5,2.83333333333333
5/C_show_5CnDmMUG0S5bSSw612fs8C_3lfdq799PvP7K97wFNBxGA_1696.9.mp3,4,1.5,5,3.5
5/5_show_550ZI1sg75lbNv7TXoQbec_5o5mjc3DgeNumtx5jH2IFq_2948.5.mp3,4,4.5,2.5,3.66666666666666
7/8_show_78I6vMSza9RM67Ct7yzmaT_76riT9jr0lt1fBl4wpHwYN_1345.3.mp3,1,3.5,1.5,2
5/5_show_55GP6pfA0RlmtEgNH70d5K_5eLJrUOaS0DmVb5wq1gnkY_1654.8.mp3,4,1,5,3.33333333333333
5/3_show_53XeIWnNQRvrCQDJPjg1wJ_31yTJL0FuhAfHipTNXFFjb_1502.1.mp3,4,5,2.5,3.83333333333333
5/C_show_5CJQiym4tGiveqeaFqUbcJ_6kRAQ2gUr0KskgJkZHokTj_1101.0.mp3,4,1.5,1,2.16666666666666
5/3_show_53XeIWnNQRvrCQDJPjg1wJ_31yTJL0FuhAfHipTNXFFjb_1884.0.mp3,4.5,3.5,0.5,2.83333333333333
5/C_show_5CnDmMUG0S5bSSw612fs8C_2hacvaBJxzE3z9mOMhzTIG_1102.9.mp3,4.5,3,0.5,2.66666666666666
4/C_show_4cgPu8JGLXSm2PWUQ9CaZd_71GVumsP7PtWCfnZblDWKo_1949.5.mp3,3.5,5,3,3.83333333333333
4/4_show_44pI1bcAKbrA2fLZpwJF4X_3Ps6nA6TBYtIZOWidQlHS4_1277.0.mp3,3,5,3,3.66666666666666
4/M_show_4M1HASMnzuEhNSsRQ1ztB7_4nAj71WtLINc3sOY9yEfDy_505.3.mp3,3,5,3,3.66666666666666
4/S_show_4SiNe3pd1lLsNsf8mBHb7G_0U8usfEAX2kx3CZNphg3cf_910.4.mp3,3.5,5,2.5,3.66666666666666
