start_time,end_time,sent_end_time,sentence,filename,category,inter_freq
992.600s,1003.800s,1006s,Redemption how would you want to be remembered?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/C/show_0CkR1JBH9RZYpxlF39BM8N/5OHe56ZgpvsA7lD7LMGKJe.json,Religion & Spirituality,0.00043
1063.400s,1066s,1067.100s,you understand how powerful you are?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/C/show_0CkR1JBH9RZYpxlF39BM8N/5OHe56ZgpvsA7lD7LMGKJe.json,Religion & Spirituality,0.00043
102.300s,108.100s,109.100s,"trauma environment personality, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/C/show_0CkR1JBH9RZYpxlF39BM8N/5OHe56ZgpvsA7lD7LMGKJe.json,Religion & Spirituality,0.00043
844.300s,848.600s,848.600s,is it enough to do what's necessary in those moments of desperation?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/C/show_0CkR1JBH9RZYpxlF39BM8N/5OHe56ZgpvsA7lD7LMGKJe.json,Religion & Spirituality,0.00043
1719s,1723.900s,1725.200s,was taking up my interest as a whole of what I was doing?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0prns5uGwuJ7jMguow976m/0hcXMPZz2qmeeNaeqMizIW.json,Society & Culture,0.00026
2621s,2623.300s,2624.400s,know me by name and I what is it doing here?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0prns5uGwuJ7jMguow976m/0hcXMPZz2qmeeNaeqMizIW.json,Society & Culture,0.00026
1076s,1081.900s,1081.900s,I was I was just asking are you available for this week?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0prns5uGwuJ7jMguow976m/0hcXMPZz2qmeeNaeqMizIW.json,Society & Culture,0.00026
41s,47.600s,50s,has made me sit right here in this spot light and you guys coming in listening to me?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0prns5uGwuJ7jMguow976m/0hcXMPZz2qmeeNaeqMizIW.json,Society & Culture,0.00026
1083s,1085.100s,1086.300s,"you're going to be did you pee of my family like, huh?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0prns5uGwuJ7jMguow976m/0hcXMPZz2qmeeNaeqMizIW.json,Society & Culture,0.00026
2344.600s,2350.800s,2351.300s,"I can get either emotional butter like super happy, but it just it's such a good mother was that remix a few years ago?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
3284.200s,3291.200s,3291.200s,like think of a fear and like like yeah on the under layer does it actually are you scared of death?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
1308.500s,1314.200s,1314.200s,sometimes find it hard to get up early and some would argue that I don't actually get up early but like who's was early?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
4117.600s,4120.200s,4123.500s,what is your favorite sex accessory?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
727.400s,730.900s,735.300s,is the best compliment you've ever received?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
716.700s,719.100s,720.300s,and like what people have to say about it?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
2885.500s,2892.700s,2897.300s,"I'm like no, this is we're done here you okay go if you could be any animal, what would it be?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
626.500s,631.900s,631.900s,"like elementary school days, what did you want to be when you grew up?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
1643.900s,1652.900s,1653.900s,is the shortest like sex experience you've ever had and the the longest?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
2313s,2319.300s,2319.900s,is your favorite song of all time and your favorite song right now?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
3839.600s,3846.400s,3857.700s,say that like But like I don't really know do you have a memorable Awkward Moment?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
907.600s,914.400s,920.500s,"right, if you had to if you were forced to marry one celebrity, who would it be?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
1038.400s,1041.700s,1043.100s,we go doggy style or missionary?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
2054.700s,2063.900s,2063.900s,I this is hard because again mood mood situational like what time the month are we here?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
3203.400s,3206.700s,3206.700s,biggest fear death really super weird?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
2521s,2523s,2526.800s,what is your favorite social media app?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
624.300s,626.500s,628s,what did you want to be when you grew up?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/P/show_0PLwTuWg46pIx4ogN9ytpF/3HUHAHjVHHXk1qRiaYCMYa.json,Science,0.00162
104.100s,112.100s,112.100s,"I have a 14 year old son, and I'm looking at all the stuff that's going on and I'm just like, where is this the common sense of being a parent like why is it that as a parent?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/T/show_0TkS08s5KaxQX5pyjtrK8T/4LdNdgzQwK7stuTpcS6k4W.json,News,0.00071
870.400s,873.900s,874s,why are we entertaining this children and drag show?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/T/show_0TkS08s5KaxQX5pyjtrK8T/4LdNdgzQwK7stuTpcS6k4W.json,News,0.00071
747.200s,757.100s,757.100s,"like I feel like at times were just living in the The Twilight Zone like one did drag become entertainment for small children, you know I'm saying and why do we have small children?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/T/show_0TkS08s5KaxQX5pyjtrK8T/4LdNdgzQwK7stuTpcS6k4W.json,News,0.00071
809.600s,812.200s,812.400s,the world so what about the maker?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/T/show_0TkS08s5KaxQX5pyjtrK8T/4LdNdgzQwK7stuTpcS6k4W.json,News,0.00071
518.300s,522.200s,522.900s,you want a stripper or a porn star to influence your child?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/T/show_0TkS08s5KaxQX5pyjtrK8T/4LdNdgzQwK7stuTpcS6k4W.json,News,0.00071
899.700s,903.900s,904.100s,"you know and it's just the point now, it's like, where are we going as a society?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/T/show_0TkS08s5KaxQX5pyjtrK8T/4LdNdgzQwK7stuTpcS6k4W.json,News,0.00071
698.800s,703.600s,703.600s,"now, you know what now fuck all gays now fuck are black people you get what I'm saying?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/T/show_0TkS08s5KaxQX5pyjtrK8T/7w1SFxFQuoggSArMWusR9b.json,News,0.00057
173.600s,186s,186s,think it kind of Blends into that and my thing is always been this while you're busy canceling other What you think they did imagine of God just canceled you for everything that he knew that you did?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/T/show_0TkS08s5KaxQX5pyjtrK8T/7w1SFxFQuoggSArMWusR9b.json,News,0.00057
403.600s,411s,411.800s,has literally came out and said that and she still got supporters and it's just like what do you call this?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/0/show_00EtOl58AarzgrzIy2w7zt/5DcobCZeZhdM8tngoL0bLm.json,Society & Culture,0.00036
31.400s,41s,41s,"like that the bag of chips in church that someone's eating and you're like, why are they crushing but Loki you want one of them chips?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/0/show_00EtOl58AarzgrzIy2w7zt/5DcobCZeZhdM8tngoL0bLm.json,Society & Culture,0.00036
1123.300s,1127.800s,1129.500s,why don't you just break up with your girl and be single?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/0/show_00EtOl58AarzgrzIy2w7zt/5DcobCZeZhdM8tngoL0bLm.json,Society & Culture,0.00036
1986.300s,1989.600s,1989.800s,can my bank account hand handle three women?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/0/show_00EtOl58AarzgrzIy2w7zt/5DcobCZeZhdM8tngoL0bLm.json,Society & Culture,0.00036
427.100s,430s,430s,I'm just going to let it ride like what exactly is it?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/0/show_00EtOl58AarzgrzIy2w7zt/5DcobCZeZhdM8tngoL0bLm.json,Society & Culture,0.00036
1914.500s,1919.700s,1919.700s,giving it out to anyone who says leave it in and you like?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/0/show_00EtOl58AarzgrzIy2w7zt/5DcobCZeZhdM8tngoL0bLm.json,Society & Culture,0.00036
323.500s,325.400s,326.500s,you have something better to do?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/0/show_00EtOl58AarzgrzIy2w7zt/5DcobCZeZhdM8tngoL0bLm.json,Society & Culture,0.00036
317s,323.500s,323.500s,just like why just why why are you doing that?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/0/show_00EtOl58AarzgrzIy2w7zt/5DcobCZeZhdM8tngoL0bLm.json,Society & Culture,0.00036
2495.400s,2499.400s,2499.600s,not be afraid to take Are you sisters?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/0/show_00EtOl58AarzgrzIy2w7zt/75cpxDXpVz9ScTVNIWz5d6.json,Society & Culture,0.00142
3212.800s,3216.800s,3216.800s,I do q and A's I get a lot of where should I start?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/1Sh27TYWpf5p3rf4BIW1UN.json,Society & Culture,0.00125
280.600s,287s,287.600s,in the podcast you are in the plug has lost it is shall we grab some tacos?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/1Sh27TYWpf5p3rf4BIW1UN.json,Society & Culture,0.00125
2486s,2492.900s,2492.900s,"and it's one of those things that like one of the more common questions that I've gotten is like, you know when you're starting out like, how are you going to get clients?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/1Sh27TYWpf5p3rf4BIW1UN.json,Society & Culture,0.00125
1255.900s,1259s,1259s,that like as a Creator who does freelance work?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/1Sh27TYWpf5p3rf4BIW1UN.json,Society & Culture,0.00125
325.600s,328.300s,328.500s,is this a real thing that's happening today?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/1Sh27TYWpf5p3rf4BIW1UN.json,Society & Culture,0.00125
2524.600s,2529.300s,2529.400s,"most turned into something useful down the road, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/1Sh27TYWpf5p3rf4BIW1UN.json,Society & Culture,0.00125
2120.500s,2136.400s,2136.400s,"was this famous case of this influence or girl who like reach out to a hotel and was like, I'll trade you like a free room for like me making content for you and like Hotel owner like lost it and was like, Do you think you are to do this?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/1Sh27TYWpf5p3rf4BIW1UN.json,Society & Culture,0.00125
748.700s,753.600s,753.600s,that's a new thing now was this music that because like today is it?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/1Sh27TYWpf5p3rf4BIW1UN.json,Society & Culture,0.00125
1915.400s,1921s,1921.100s,have you ever submitted any of your stuff to like buffer fast or anything like that or do you plan on doing any of that?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/1Sh27TYWpf5p3rf4BIW1UN.json,Society & Culture,0.00125
831.300s,836.100s,836.100s,are you went out of your way to think up useless and insane stock photo?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/1Sh27TYWpf5p3rf4BIW1UN.json,Society & Culture,0.00125
3422s,3439.200s,3439.200s,"like, why don't you make a channel based around that now the channel concept obviously his change a little bit from that but that is a really really big piece of and you can see it in the content, especially the content as of late the fact that those who want to either come in In Japan are those who just want to come and visit Japan?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/1Sh27TYWpf5p3rf4BIW1UN.json,Society & Culture,0.00125
2425.700s,2435.800s,2436.300s,then you're kind of you're killing it for other people in the industry because once they've got it for free for once they might tell other people and that might become the industry standard of That area right?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/1Sh27TYWpf5p3rf4BIW1UN.json,Society & Culture,0.00125
235.800s,239.800s,240s,there any mountain word day hikes?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/3B2B9kmPVIadME2skyFbMJ.json,Society & Culture,0.00095
2031.800s,2042.800s,2043.500s,this is actually going to come forward in there's I think the next question in here is how do you find time to exercise and stay healthy?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/3B2B9kmPVIadME2skyFbMJ.json,Society & Culture,0.00095
2394.300s,2418.500s,2418.500s,"was like, you know what I can read like Fifty a hundred push-ups whatever right now and then as soon as I finish that I was like whoo, I feel like a like a a slightly like a new day has started so, you know, I'm jump into edits and I would ramble on a podcast just like this so moving on to The next question the next question is do you ever regret moving to Japan?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/3B2B9kmPVIadME2skyFbMJ.json,Society & Culture,0.00095
806.800s,825.100s,825.200s,"this motivation just to keep doing it creates opportunities to pick up skills along the way that again it's kind of the same as anything, you know how to how do people learn to do their makeup by doing it, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/3B2B9kmPVIadME2skyFbMJ.json,Society & Culture,0.00095
598s,603.200s,603.200s,how did you learn videography videography?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/3B2B9kmPVIadME2skyFbMJ.json,Society & Culture,0.00095
844.200s,849.700s,850.700s,it took you a long time to find all your like carpeted flooring right?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/4rzSQdfS26O7l5aIeE3PBH.json,Society & Culture,0.0012
185.700s,190.300s,191.100s,want to help people kind of avoid that like have you ever been to Tokyo hands?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/4rzSQdfS26O7l5aIeE3PBH.json,Society & Culture,0.0012
1439.200s,1444.400s,1444.400s,"the garbage truck in the background by the way, how much of that material for the pancakes?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/4rzSQdfS26O7l5aIeE3PBH.json,Society & Culture,0.0012
2207.400s,2211.200s,2211.500s,you ever made anything else that you own?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/4rzSQdfS26O7l5aIeE3PBH.json,Society & Culture,0.0012
586.600s,597.600s,597.800s,"went into over nine different hardware stores in three different prefectures and not a single place elfis, huh?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/4rzSQdfS26O7l5aIeE3PBH.json,Society & Culture,0.0012
679.800s,695s,695s,"but I can't remember like it was that triangle thing or it was more like a ill like the the alphabet l Type of like ruler the probably they do in the similar things in similar job, right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/4rzSQdfS26O7l5aIeE3PBH.json,Society & Culture,0.0012
2434.400s,2440.900s,2440.900s,the Sherry why if you don't know who she is and it's like what what's going on today?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/4rzSQdfS26O7l5aIeE3PBH.json,Society & Culture,0.0012
131.100s,134s,134.100s,you ever end up making a video of the office build out?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/4rzSQdfS26O7l5aIeE3PBH.json,Society & Culture,0.0012
2585.700s,2594.600s,2594.800s,if it gives you any value then I hope that I hope what what do you hope norb that that was back?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/5jQWOqkmFbQfc2u9ZzQUfz.json,Society & Culture,0.00062
916.400s,943.100s,943.100s,"see I think I hit four or five 7-Elevens that night and just kept grabbing snacks and food and snacks and food and snacks and food and stuff that I knew I wouldn't be able to get when I got back to Japan a lot of those things like chocolate milk or nerds Sour Patch Kids chips you table there are chips in Japan, but there's not a lot of kettle chips in Japan and I feel that Australia does the kettle chips really?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QUsdVlicccOQmC9Y4tO4/5jQWOqkmFbQfc2u9ZzQUfz.json,Society & Culture,0.00062
2684.800s,2692s,2692s,"last question for you is if you could go back in time to any stage of your life, what would it be?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QoSdjCCWgxKY2FBlPjBs/2fS9rVjnaBAGruyM5bDM2N.json,Society & Culture,0.00078
1736.500s,1743.600s,1745.100s,you had your little boy bear you had him in April and when did you graduate?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QoSdjCCWgxKY2FBlPjBs/2fS9rVjnaBAGruyM5bDM2N.json,Society & Culture,0.00078
314.100s,316.900s,316.900s,how did that change your family Dynamic?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QoSdjCCWgxKY2FBlPjBs/2fS9rVjnaBAGruyM5bDM2N.json,Society & Culture,0.00078
738s,741.400s,741.400s,make the comment and just say can you believe that?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QoSdjCCWgxKY2FBlPjBs/2fS9rVjnaBAGruyM5bDM2N.json,Society & Culture,0.00078
2203.400s,2206.200s,2206.500s,has your transition back to work then?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QoSdjCCWgxKY2FBlPjBs/2fS9rVjnaBAGruyM5bDM2N.json,Society & Culture,0.00078
253.200s,256s,256.300s,did the stroke star and everything?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QoSdjCCWgxKY2FBlPjBs/2fS9rVjnaBAGruyM5bDM2N.json,Society & Culture,0.00078
11.700s,14.500s,14.900s,we could what would you tell yourself?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_05QoSdjCCWgxKY2FBlPjBs/2fS9rVjnaBAGruyM5bDM2N.json,Society & Culture,0.00078
1519.300s,1523s,1523s,"after the fight man, that's sick is that makes sense?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
3607.500s,3611.700s,3611.800s,would you rather smell like fart for the rest of your life or drink a dime?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
3915.200s,3922.800s,3925s,"don't know about that was the normal kind of got jumped off the bandwagon for stole my Oh, what now come on man?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
2222.400s,2227.900s,2228s,say I'm not trying to downplay any of the fighters that you fought but did you think?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
3928.600s,3933.400s,3933.500s,right is all the way right is all the way did you know like we up to watch the game?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
1028.100s,1032.700s,1033.800s,"do you I'm like study your opponent at all, or do you just follow whatever your tray now?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
1006.800s,1010.700s,1010.800s,"a lot of people say, oh, how do you feel like before you go in the ring?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
1291.900s,1298.700s,1299.100s,nothing worse is is that you're exposed in or if it makes any sense?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
3787.900s,3791.400s,3791.700s,"I get no tip, can I get fake teeth?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
1095s,1099.100s,1099.100s,yes or for those who haven't been like backstage?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
2741.500s,2749.200s,2749.200s,it seems something is out of the picture Monday and we offered to fight somebody yep still for is he still fighting?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
3701.200s,3705.800s,3706.200s,"yeah, so would you give up alcohol for you or would you go your smartphone for a month?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
1329.600s,1335.200s,1335.500s,you ever thought of like looking to wait until the pressure like the old pressure or all its?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
2788.500s,2795.600s,2796.300s,happening with him while he's on to better things?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
811.600s,815.300s,815.300s,know so I'm not familiar with are too why do you have to fight at a certain weight?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
1446.600s,1450.700s,1450.700s,can honestly I can say ya know what you know what I mean?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
873.500s,876.700s,876.700s,dry before you going into or what do you do before fire?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
791.600s,795.200s,795.200s,"so, you know like you see you you are you Conor McGregor's?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
3963.700s,3971.600s,3971.600s,"yeah, like the commentary was saying that it was like a split second and when they played in fast motion and I guess they're all kind of right?",Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
2685.700s,2690.100s,2690.800s,who's your daddy have to fight any of them to replace them or how does it work?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
23.100s,34s,34.100s,I get everybody and welcome back to the building Empires podcast?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
2611.300s,2615.900s,2615.900s,obviously you got a fight coming up in December have they decided yet?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
2414.300s,2417.300s,2417.500s,is she definitely had experience on me?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
2050.300s,2053.800s,2054.100s,do you want and one shark he fought in Japan?,Spotify-Podcasts/podcasts-no-audio-13GB/decompressed-transcripts/0/5/show_058nTf22elnQgslKIMseIs/4AEuMtJ8jmTcItQMKFkQdg.json,Business,0.00075
